구 분,당기말,전기말
할인율:,할인율:,할인율:
1%p 증가,91.0,92.0
1%p 감소,110.0,109.0
임금상승률:,임금상승률:,임금상승률:
1%p 증가,110.0,109.0
1%p 감소,91.0,92.0
