구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스㈜,106676.0,77.0,1566150.0,426799.0
관계기업 및 공동기업,삼성전기㈜,36562.0,0.0,1072949.0,0.0
관계기업 및 공동기업,삼성SDI㈜,54356.0,272.0,314277.0,69619.0
관계기업 및 공동기업,㈜제일기획,26244.0,0.0,620199.0,0.0
관계기업 및 공동기업,기타,541318.0,30.0,696055.0,4360.0
관계기업 및 공동기업,관계기업 및 공동기업 계,765156.0,379.0,4269630.0,500778.0
그 밖의 특수관계자,삼성물산㈜,87844.0,0.0,151612.0,3491244.0
그 밖의 특수관계자,기타,264426.0,0.0,535448.0,84663.0
그 밖의 특수관계자,그 밖의 특수관계자 계,352270.0,0.0,687060.0,3575907.0
기타(*2),삼성엔지니어링㈜,3906.0,0.0,43472.0,1614571.0
기타(*2),㈜에스원,10933.0,0.0,374209.0,33340.0
기타(*2),기타,79524.0,0.0,202874.0,799.0
기타(*2),기타 계,94363.0,0.0,620555.0,1648710.0
