과 목,주 석,제 52 (당) 기,제 52 (당) 기_2,제 51 (전) 기,제 51 (전) 기_2
Ⅰ. 당기순이익,,,15615018.0,,15353323.0
Ⅱ. 기타포괄손익,,,-549299.0,,-851958.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,-549299.0,,-851958.0
1. 기타포괄손익-공정가치금융자산평가손익,"6, 20",93251.0,,73199.0,
2. 순확정급여부채(자산) 재측정요소,"14, 20",-642550.0,,-925157.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,0.0,,0.0
Ⅲ. 총포괄손익,,,15065719.0,,14501365.0
