구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
종속기업,삼성디스플레이㈜,196823.0,0.0,1016635.0,99.0
종속기업,"Samsung Electronics America, Inc. (SEA)",26957506.0,0.0,169209.0,0.0
종속기업,"Samsung Electronics Vietnam THAINGUYEN Co., Ltd. (SEVT)",5604586.0,160.0,17562566.0,1666.0
종속기업,"Samsung (CHINA) Investment Co., Ltd. (SCIC)",1258362.0,0.0,16121.0,0.0
종속기업,Harman과 그 종속기업(*2),82.0,0.0,96868.0,0.0
종속기업,"Samsung (China) Semiconductor Co., Ltd. (SCS)",151476.0,266135.0,5321169.0,6447.0
종속기업,"Samsung Electronics Vietnam Co., Ltd. (SEV)",3996320.0,2650.0,13734647.0,1355.0
종속기업,"Samsung Semiconductor, Inc. (SSI)",20816043.0,0.0,433784.0,330.0
종속기업,Samsung Asia Pte. Ltd. (SAPL),1623597.0,0.0,30383.0,0.0
종속기업,"Shanghai Samsung Semiconductor Co., Ltd. (SSS)",19538264.0,0.0,205749.0,0.0
종속기업,"Samsung Display Vietnam Co., Ltd. (SDV)",1155048.0,0.0,0.0,0.0
종속기업,Samsung Austin Semiconductor LLC. (SAS),768.0,62423.0,3913100.0,1863.0
종속기업,Samsung Eletronica da Amazonia Ltda. (SEDA),1043819.0,243.0,5089.0,0.0
종속기업,Samsung India Electronics Private Ltd. (SIEL),3839831.0,0.0,2613913.0,0.0
종속기업,"Thai Samsung Electronics Co., Ltd. (TSE)",1234284.0,0.0,2002528.0,0.0
종속기업,Samsung Electronics (UK) Ltd. (SEUK),888317.0,0.0,105904.0,0.0
종속기업,Samsung Electronics GmbH (SEG),3560864.0,0.0,8158.0,0.0
종속기업,"Samsung Electronics HCMC CE Complex Co., Ltd. (SEHC)",709713.0,0.0,5249002.0,31.0
종속기업,Samsung Electronics Hungarian Private Co. Ltd. (SEH),884255.0,0.0,1849.0,0.0
종속기업,Samsung Electronics Benelux B.V. (SEBN),200787.0,0.0,2611.0,0.0
종속기업,"Samsung Display Dongguan Co., Ltd. (SDD)",79708.0,0.0,0.0,0.0
종속기업,Samsung Electronics Europe Logistics B.V. (SELS),4047574.0,0.0,8728.0,0.0
종속기업,Samsung Electronics France S.A.S (SEF),2034589.0,0.0,4367.0,0.0
종속기업,Samsung Japan Corporation (SJC),2526771.0,0.0,7163.0,0.0
종속기업,기타,42074984.0,13361.0,19651006.0,14732.0
종속기업,종속기업 계,144424371.0,344972.0,72160549.0,26523.0
