구 분,당기말,전기말
자기주식,-8429313.0,-7323432.0
주식선택권,806.0,10243.0
매도가능금융자산평가손익,1222820.0,1701665.0
순확정급여부채 재측정요소,-1666632.0,-1094259.0
기타,1759048.0,1745724.0
계,-7113271.0,-4960059.0
