회 사 명,당기 | 자산,당기 | 부채,당기 | 매출액,당기 | 당기순이익,전기 | 자산,전기 | 부채,전기 | 매출액,전기 | 당기순이익
Toshiba Samsung Storage Technology Japan,234785.0,160946.0,183608.0,-24594.0,169322.0,155747.0,836442.0,-41875.0
