구 분,공정가치,가치평가기법,Level 3 투입변수,투입변수 범위(가중평균)
태원전기산업,17094.0,현금흐름할인법,영구성장률,
태원전기산업,17094.0,현금흐름할인법,가중평균자본비용,
삼성벤처투자,6586.0,현금흐름할인법,영구성장률,
삼성벤처투자,6586.0,현금흐름할인법,가중평균자본비용,
삼성종합화학,100051.0,현금흐름할인법,영구성장률,
삼성종합화학,100051.0,현금흐름할인법,가중평균자본비용,
