구 분,당기말,,,
수준 1,수준 2,수준 3,계,
금융자산:,,,,
기타포괄손익-공정가치금융자산,"1,247,882",-,"116,443","1,364,325"
당기손익-공정가치금융자산,-,-,283,283
금융부채:,,,,
유동성사채,-,"6,580",-,"6,580"
사채,-,"27,845",-,"27,845"
