기업명,당기말,,,전기말,
보유주식수(주),시장가치,장부가액,시장가치,장부가액,
삼성카드,-,-,-,"1,338,679","1,455,485"
삼성전기,"17,693,084","898,809","445,244","1,112,895","445,244"
삼성에스디에스,"17,472,110","2,437,359","560,827","4,437,916","560,827"
삼성바이오로직스,"20,836,832","3,146,362","443,193",(*1),"545,665"
삼성SDI,"13,462,673","1,467,431","1,242,605",(*2),-
제일기획,"29,038,075","457,350","491,599",(*2),-
