구 분,당기,전기
법인세비용차감전순이익,"17,531,500","29,691,920"
(1) 적용세율에 따른 법인세비용(*),"4,628,316","8,165,278"
(2) 조정사항:,,
세무상 과세되지 않는 수익,"(7,340,802)","(47,446)"
세무상 차감되지 않는 비용,"6,256","507,992"
세액공제,"(5,082,791)","(4,133,747)"
기타,"(76,578)","(218,935)"
소 계,"(12,493,915)","(3,892,136)"
법인세비용 계,"(7,865,599)","4,273,142"
