구 분,당기말,,,전기말,,
평가전금액,평가충당금,장부금액,평가전금액,평가충당금,장부금액,
제품 및 상품,"2,535,410","(118,007)","2,417,403","2,621,083","(148,012)","2,473,071"
반제품 및 재공품,"8,904,968","(65,773)","8,839,195","7,956,962","(275,685)","7,681,277"
원재료 및 저장품,"2,544,706","(379,326)","2,165,380","2,014,689","(358,132)","1,656,557"
미착품,"409,394",-,"409,394","390,807",-,"390,807"
계,"14,394,478","(563,106)","13,831,372","12,983,541","(781,829)","12,201,712"
