구 분,당기말,전기말
12개월 이내에 회수(결제)될 이연법인세자산(부채),"2,837,162","2,168,431"
12개월 이후에 회수(결제)될 이연법인세자산(부채),"(1,626,062)","(1,176,046)"
계,"1,211,100","992,385"
