구 분,당기말,,전기말,
환율 상승시,환율 하락시,환율 상승시,환율 하락시,
USD,"8,221","(8,221)","4,193","(4,193)"
EUR,"19,560","(19,560)","33,367","(33,367)"
JPY,"1,134","(1,134)","2,250","(2,250)"
INR,"77,966","(77,966)","38,861","(38,861)"
