구 분,당기말,,,전기말,
주식수(주),시장가치,장부금액,시장가치,장부금액,
삼성전기㈜,"17,693,084","3,149,369","445,244","2,211,636","445,244"
삼성에스디에스㈜,"17,472,110","3,118,772","560,827","3,398,325","560,827"
삼성바이오로직스㈜,"20,836,832","17,211,223","443,193","9,022,348","443,193"
삼성SDI㈜,"13,462,673","8,454,559","1,242,605","3,177,191","1,242,605"
㈜제일기획,"29,038,075","598,184","491,599","698,366","491,599"
