구 분,당기,전기
1. 당기법인세,,
기간손익에 대한 당기법인세,"3,209,758","3,940,377"
당기에 인식한 조정사항,"6,975","14,830"
2. 이연법인세,,
세액공제의 이월로 인한 이연법인세변동액,"220,393","634,775"
일시적차이로 인한 이연법인세변동액,"(1,322,544)","(1,896,868)"
3. 자본에 직접 부가되는 법인세부담액,(434),"(4,254)"
법인세비용,"2,114,148","2,688,860"
