구 분,당기말,,,전기말,,
평가전금액,평가충당금,장부금액,평가전금액,평가충당금,장부금액,
제품 및 상품,"3,884,713","(366,987)","3,517,726","2,535,410","(118,007)","2,417,403"
반제품 및 재공품,"9,384,285","(222,291)","9,161,994","8,904,968","(65,773)","8,839,195"
원재료 및 저장품,"3,211,380","(258,464)","2,952,916","2,544,706","(379,326)","2,165,380"
미착품,"340,417",-,"340,417","409,394",-,"409,394"
계,"16,820,795","(847,742)","15,973,053","14,394,478","(563,106)","13,831,372"
