구 분,당기말,전기말
할인율:,,
1%p 증가,"11,947,468","10,888,509"
1%p 감소,"14,615,589","13,258,187"
임금상승률:,,
1%p 증가,"14,591,538","13,242,324"
1%p 감소,"11,943,514","10,880,916"
