구 분,당기,전기
(1) 당기법인세:,,
기간손익에 대한 당기법인세,"1,689,123","337,983"
당기에 인식한 조정사항,"754,311","(487,822)"
소 계,"2,443,434","(149,839)"
(2) 이연법인세:,,
세액공제의 이월로 인한 이연법인세 변동액,"(4,658,032)","(4,713,725)"
일시적차이로 인한 이연법인세 변동액,"(547,094)","(2,073,330)"
이월결손금으로 인한 이연법인세 변동액,"928,705","(928,705)"
소 계,"(4,276,421)","(7,715,760)"
법인세비용 계,"(1,832,987)","(7,865,599)"
