구 분,당기,전기
기초장부가액,"42,258,049","39,478,292"
취득,"1,236,303","2,882,883"
처분,"(48,869)","(115,779)"
손상(*1),"(82,616)","(52,286)"
기타변동액(*2),"(1,505,436)","64,939"
기말장부가액,"41,857,431","42,258,049"
