구 분,당기말,전기말
기타포괄손익-공정가치금융자산평가손익,"246,155","(122,644)"
순확정급여부채(자산) 재측정요소,"(2,483,547)","(1,910,996)"
기타,"1,760,408","1,760,408"
계,"(476,984)","(273,232)"
