구 분,당기,전기
(1) 금융수익:,,
이자수익,"371,106","339,242"
- 상각후원가 측정 금융자산,"371,106","339,242"
외환차이,"6,652,107","9,124,484"
파생상품관련이익,"365,451","270,573"
계,"7,388,664","9,734,299"
(2) 금융비용:,,
이자비용,"595,765","290,083"
- 상각후원가 측정 금융부채,"310,267","45,883"
- 기타금융부채,"285,498","244,200"
외환차이,"7,002,694","9,351,659"
계,"7,598,459","9,641,742"
