구 분,당기,전기
기초장부가액,"55,671,759","48,743,079"
취득,"520,660","7,492,843"
처분,"(25,317)","(303,411)"
손상,"(207,357)","(260,752)"
기말장부가액,"55,959,745","55,671,759"
