구 분,당기,전기
기초,"5,622,587","5,696,660"
당기근무원가,"603,904","656,087"
이자원가,"212,261","216,543"
재측정 :,,
- 인구통계적가정의 변동으로 인한 보험수리적손익,-,"(17,864)"
- 재무적가정의 변동으로 인한 보험수리적손익,"73,363","(408,961)"
- 기타사항에 의한 효과,"196,647","(115,201)"
급여지급액,"(277,921)","(414,058)"
기타,"1,789","9,381"
기말,"6,432,630","5,622,587"
