구 분,당기말,,,전기말,
주식수(주),시장가치,장부금액,시장가치,장부금액,
삼성전기㈜,"17,693,084","3,494,384","445,244","3,149,369","445,244"
삼성에스디에스㈜,"17,472,110","2,734,385","560,827","3,118,772","560,827"
삼성바이오로직스㈜,"20,836,832","18,815,659","443,193","17,211,223","443,193"
삼성SDI㈜,"13,462,673","8,818,051","1,242,605","8,454,559","1,242,605"
㈜제일기획,"29,038,075","663,520","491,599","598,184","491,599"
