구 분,전기말,,,
Level 1,Level 2,Level 3,계,
자 산,,,,
단기매도가능금융자산,"1,016,878","1,120,655",-,"2,137,533"
장기매도가능금융자산,"3,981,755","3,042,546","81,933","7,106,234"
기타,-,-,"100,051","100,051"
