구 분,당기,전기
당기순이익,"14,591,781","17,929,520"
당기순이익 중 우선주 해당분,"1,920,371","2,361,882"
÷ 가중평균유통우선주식수,"19,849","19,854"
기본 우선주 주당이익(단위: 원),"96,749","118,964"
