구 분,당기,전기
당기순이익,"14,591,781","17,929,520"
당기순이익 중 보통주 해당분,"12,671,410","15,567,638"
÷ 가중평균유통보통주식수,"130,924","130,880"
기본 보통주 주당이익(단위: 원),"96,784","118,946"
