구 분,당기,전기
1. 당기법인세,,
기간손익에 대한 당기법인세,"3,940,377","4,163,214"
당기에 인식한 조정사항,"14,830","(53,530)"
2. 이연법인세,,
세액공제의 이월로 인한 이연법인세변동액,"634,775","28,490"
일시적차이로 인한 이연법인세변동액,"(1,896,868)","2,154,137"
3. 자본에 직접 부가되는 법인세부담액,"(4,254)","(4,572)"
법인세비용,"2,688,860","6,287,739"
