구 분,당기,전기
법인세비용(수익),"(7,865,599)","4,273,142"
금융수익,"(995,482)","(1,224,148)"
금융비용,"1,316,292","1,565,955"
퇴직급여,"736,004","974,711"
감가상각비,"25,619,594","24,311,940"
무형자산상각비,"2,614,189","2,605,067"
대손상각비(환입),"2,308",(178)
배당금수익,"(29,096,899)","(3,952,338)"
유형자산처분이익,"(105,553)","(115,861)"
유형자산처분손실,"49,044","18,842"
재고자산평가손실(환입) 등,"3,558,358","2,529,351"
기타,"74,820","52,905"
계,"(4,092,924)","31,039,388"
