구 분,당기,전기
매도가능금융자산평가,-,"(29,703)"
기타포괄손익-공정가치금융자산평가,"(119,800)",-
유형자산의 본계정 대체,"29,257,052","27,887,298"
사채의 유동성 대체,"5,591","5,357"
