구 분,전기말,,,
Level 1,Level 2,Level 3,합계,
자 산,,,,
단기매도가능금융자산,"1,257,492","231,035",-,"1,488,527"
장기매도가능금융자산,"2,715,251","953,531","288,170","3,956,952"
