구 분,당기,전기
당기순이익,"30,970,954","15,615,018"
당기순이익 중 우선주 해당분,"3,752,648","1,892,379"
÷ 가중평균유통우선주식수(천주),"822,887","822,887"
기본 우선주 주당이익(원),"4,560","2,300"
