구 분,당기,전기
당기순이익,"30,970,954","15,615,018"
당기순이익 중 보통주 해당분,"27,218,306","13,722,639"
÷ 가중평균유통보통주식수(천주),"5,969,783","5,969,783"
기본 보통주 주당이익(원),"4,559","2,299"
