구 분,당기,전기
(1) 기타수익,,
배당금수익,"2,524,861","1,337,598"
임대료수익,"86,315","82,787"
투자자산처분이익,"80,712","1,061,471"
유형자산처분이익,"98,639","86,712"
기타,"716,776","561,740"
계,"3,507,303","3,130,308"
(2) 기타비용,,
유형자산처분손실,"103,405","44,254"
기부금,"315,752","405,257"
무형자산손상차손,"56,659","82,599"
기타,"231,113","260,100"
계,"706,929","792,210"
