구 분,당기,전기
기타포괄손익-공정가치금융자산의 평가,"490,240","(285,585)"
유형자산의 본계정 대체,"38,188,436","30,539,179"
사용권자산의 취득(리스부채의 신규계약),"873,056","673,493"
사채 및 장기차입금의 유동성 대체,"228,492","135,753"
