구 분,당기,전기
기타포괄손익-공정가치금융자산의 평가,"128,622","101,449"
유형자산의 본계정 대체,"30,550,917","8,968,190"
사용권자산의 취득(리스부채의 신규계약),"61,789","105,440"
사채의 유동성 대체,"5,318","5,646"
장기차입금의 유동성 대체,"82,253","112,365"
