구 분,당기,전기
기초잔액,"263,390","819,561"
평가액,"(29,703)","(493,374)"
손익반영액,-,"(62,797)"
기말잔액,"233,687","263,390"
자본에 가감되는 법인세효과,"(64,264)","(63,740)"
계,"169,423","199,650"
