구 분,당기,전기
(1) 당기법인세:,,
기간손익에 대한 당기법인세,"337,983","5,926,928"
당기에 인식한 조정사항,"(487,822)","(449,536)"
소 계,"(149,839)","5,477,392"
(2) 이연법인세:,,
세액공제의 이월로 인한 이연법인세변동액,"(4,713,725)","(1,010,632)"
일시적차이로 인한 이연법인세변동액,"(2,073,330)","(193,618)"
이월결손금으로 인한 이연법인세변동액,"(928,705)",-
소 계,"(7,715,760)","(1,204,250)"
법인세비용 계,"(7,865,599)","4,273,142"
