구 분,당기말,,,
Level 1,Level 2,Level 3,계,
(1) 자 산,,,,
기타포괄손익-공정가치금융자산,"1,022,720",-,"75,845","1,098,565"
당기손익-공정가치금융자산,-,-,"7,413","7,413"
(2) 부 채,,,,
사채,-,"57,733",-,"57,733"
