구 분,당기,전기
기초,"15,168,895","13,497,927"
사외적립자산의 이자수익,"888,609","493,875"
사외적립자산의 재측정요소,"(494,687)","(249,943)"
사용자의 기여금,"694,100","1,757,800"
급여지급액,"(537,855)","(355,311)"
기타,"8,962","24,547"
기말,"15,728,024","15,168,895"
