구 분,당기,전기
당기순이익,"12,238,469","14,591,781"
당기순이익 중 우선주 해당분,"1,556,852","1,920,371"
÷ 가중평균유통우선주식수,"19,519","19,849"
기본 우선주 주당이익(단위: 원),"79,762","96,749"
