구 분,당기,전기
당기순이익,"12,238,469","14,591,781"
당기순이익 중 보통주 해당분,"10,681,617","12,671,410"
÷ 가중평균유통보통주식수,"129,190","130,924"
기본 보통주 주당이익(단위: 원),"82,682","96,784"
