구 분,당기,전기
기초,"(166,635)","124,937"
공정가치평가,"490,240","(285,585)"
처분으로 인한 이익잉여금 대체,"16,627","(5,987)"
기말,"340,232","(166,635)"
차감: 자본에 가감되는 법인세효과,"(94,077)","43,991"
계,"246,155","(122,644)"
