구 분,당기,전기
기초,"6,432,630","5,622,587"
당기근무원가,"648,298","603,904"
이자원가,"205,474","212,261"
재측정:,,
- 인구통계적가정의 변동으로 인한 보험수리적손익,-,-
- 재무적가정의 변동으로 인한 보험수리적손익,"904,975","73,363"
- 기타사항에 의한 효과,"280,294","196,647"
급여지급액,"(224,901)","(277,921)"
기타,"31,138","1,789"
기말,"8,277,908","6,432,630"
