구 분,당기,전기
기초잔액,"7,492","8,873"
평가액,"16,990","7,492"
손익반영액,"(7,492)","(8,873)"
기말잔액,"16,990","7,492"
자본에 가감되는 법인세효과,"(4,112)","(1,813)"
계,"12,878","5,679"
