구 분,당기,전기
기초,"9,754,082","8,277,908"
당기근무원가,"907,450","802,039"
이자원가,"296,029","240,765"
확정급여채무의 재측정요소:,,
- 인구통계적가정의 변동으로 인한 보험수리적손익,-,"(40,581)"
- 재무적가정의 변동으로 인한 보험수리적손익,"150,624","622,915"
- 기타사항에 의한 효과,"429,051","225,438"
급여지급액,"(374,416)","(385,631)"
기타,"10,816","11,229"
기말,"11,173,636","9,754,082"
