구 분,당기말,,,전기말,,
평가전금액,평가충당금(*),장부가액,평가전금액,평가충당금(*),장부가액,
제품 및 상품,"2,187,441","(484,364)","1,703,077","2,698,363","(1,053,757)","1,644,606"
반제품 및 재공품,"4,512,627","(124,510)","4,388,117","3,152,821","(188,311)","2,964,510"
원재료 및 저장품,"1,643,250","(263,886)","1,379,364","1,409,118","(398,894)","1,010,224"
미착품,"366,586",-,"366,586","362,294",-,"362,294"
계,"8,709,904","(872,760)","7,837,144","7,622,596","(1,640,962)","5,981,634"
