구 분,당기말,,전기말,
매출채권,미수금,매출채권,미수금,
채권액,"27,421,756","1,927,564","20,720,707","2,945,898"
차감: 손실충당금,"(58,740)","(6,230)","(56,432)","(6,387)"
소 계,"27,363,016","1,921,334","20,664,275","2,939,511"
차감: 장기 채권,-,"(11,280)","(161,052)","(14,505)"
유동항목,"27,363,016","1,910,054","20,503,223","2,925,006"
