구 분,당기,전기
기초금액,"5,445,479","4,877,600"
취득,"5,602,199","3,752,951"
처분,"(2,351,963)","(4,056,722)"
매도가능금융자산평가손익,"(514,077)","840,908"
손상,"(53,053)",-
기타(*),"1,115,182","30,742"
기말금액,"9,243,767","5,445,479"
단기매도가능금융자산,"2,137,533","1,488,527"
장기매도가능금융자산,"7,106,234","3,956,952"
