구 분,당기말,전기말
연체되지 않은 채권,"21,555,813","19,928,606"
소 계,"21,555,813","19,928,606"
연체되었으나 손상되지 않은 채권(*1):,,
31일 이하,"249,487","274,870"
소 계,"249,487","274,870"
손상채권(*2):,,
31일 초과 90일 이하,"167,546","102,753"
90일 초과,"399,797","416,960"
소 계,"567,343","519,713"
합 계,"22,372,643","20,723,189"
