구 분,당기말,,전기말,
매출채권,미수금,매출채권,미수금,
채권액,"28,303,421","2,242,026","23,771,781","2,340,658"
차감: 대손충당금,"(315,020)","(18,045)","(257,769)","(16,347)"
소 계,"27,988,401","2,223,981","23,514,012","2,324,311"
차감: 장기 채권,"(106,624)","(22,579)",-,"(4,529)"
유동항목,"27,881,777","2,201,402","23,514,012","2,319,782"
