구 분,당기,,전기,
매출채권,미수금,매출채권,미수금,
기초,"257,769","16,347","212,384","20,482"
대손상각(환입),"57,822","2,408","48,063","(3,949)"
제각,(488),(710),(233),(45)
기타,(83),-,"(2,445)",(141)
기말,"315,020","18,045","257,769","16,347"
