구 분,당기말,전기말
12개월 이내에 회수(결제)될 이연법인세자산(부채),"3,776,380","5,055,283"
12개월 이후에 회수(결제)될 이연법인세자산(부채),"10,557,052","4,876,075"
계,"14,333,432","9,931,358"
