구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
종속기업,삼성디스플레이㈜,234883.0,2475.0,916709.0,0.0
종속기업,"Samsung Electronics America, Inc. (SEA)",32860328.0,0.0,165629.0,0.0
종속기업,"Samsung (China) Semiconductor Co., Ltd. (SCS)",167937.0,190056.0,7340085.0,9857.0
종속기업,"Samsung Electronics Vietnam THAINGUYEN Co., Ltd. (SEVT)",9380604.0,686.0,21146962.0,1111.0
종속기업,Harman과 그 종속기업(*2),65.0,0.0,48387.0,0.0
종속기업,"Samsung Electronics Vietnam Co., Ltd. (SEV)",6652988.0,1716.0,15387219.0,317.0
종속기업,"Samsung (CHINA) Investment Co., Ltd. (SCIC)",1525639.0,0.0,9019.0,0.0
종속기업,"Samsung Semiconductor, Inc. (SSI)",31894007.0,0.0,409852.0,0.0
종속기업,Samsung Asia Pte. Ltd. (SAPL),18.0,0.0,22855.0,0.0
종속기업,Samsung Austin Semiconductor LLC (SAS),598.0,1183.0,3703472.0,7511.0
종속기업,Samsung India Electronics Private Ltd. (SIEL),4327075.0,2609.0,3373962.0,0.0
종속기업,"Shanghai Samsung Semiconductor Co., Ltd. (SSS)",25683936.0,0.0,3885.0,0.0
종속기업,"Samsung Display Vietnam Co., Ltd. (SDV)",1314121.0,0.0,0.0,0.0
종속기업,Samsung Eletronica da Amazonia Ltda. (SEDA),3151503.0,403.0,8600.0,0.0
종속기업,Samsung Electronics (UK) Ltd. (SEUK),1535053.0,0.0,91821.0,1.0
종속기업,"Samsung International, Inc. (SII)",417680.0,0.0,7721915.0,0.0
종속기업,"Thai Samsung Electronics Co., Ltd. (TSE)",1459938.0,0.0,2489534.0,0.0
종속기업,"Samsung Electronics HCMC CE Complex Co., Ltd. (SEHC)",652277.0,3222.0,5183912.0,900.0
종속기업,"Samsung Electronics Taiwan Co., Ltd. (SET)",4853191.0,0.0,674.0,0.0
종속기업,"Samsung Electronics Hungarian Private Co., Ltd. (SEH)",547190.0,0.0,547.0,0.0
종속기업,Samsung Electronics Europe Logistics B.V. (SELS),4294662.0,0.0,11007.0,0.0
종속기업,Samsung Electronics Benelux B.V. (SEBN),365818.0,0.0,2695.0,0.0
종속기업,Samsung Electronics GmbH (SEG),3332793.0,0.0,7646.0,0.0
종속기업,"Samsung Display Dongguan Co., Ltd. (SDD)",288980.0,0.0,0.0,0.0
종속기업,기타,53602392.0,10982.0,15648603.0,3784.0
종속기업,계,188543676.0,213332.0,83694990.0,23481.0
