과 목,주 석,제 53 (당) 기,제 53 (당) 기_2,제 52 (전) 기,제 52 (전) 기_2
Ⅰ. 당기순이익,,,30970954.0,,15615018.0
Ⅱ. 기타포괄손익,,,-613225.0,,-549299.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,-613225.0,,-549299.0
1. 기타포괄손익-공정가치금융자산평가손익,"6, 20",-99916.0,,93251.0,
2. 순확정급여부채(자산) 재측정요소,"14, 20",-513309.0,,-642550.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,0.0,,0.0
Ⅲ. 총포괄손익,,,30357729.0,,15065719.0
